UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
12706,6d301aa0,M,298.7,308.5,1660,27.0,50,0,No Failure
12707,baa25dd3,L,299.3,310.8,1483,43.5,15,0,No Failure
12708,f675b98a,L,298.0,307.8,1266,60.5,81,0,No Failure
12709,81775564,H,298.5,309.4,1671,31.8,108,0,No Failure
12710,17f21c65,L,300.0,309.6,1526,46.4,150,0,No Failure
12711,947c2ef3,L,300.4,311.7,1459,45.6,3,0,No Failure
12712,9d63af11,L,301.0,310.4,2204,16.6,175,0,No Failure
12713,81640543,L,300.7,312.0,1550,32.4,5,0,No Failure
12714,420cc8bc,M,298.3,307.8,1457,52.5,98,0,No Failure
12715,ae7debda,L,300.3,311.4,1318,52.7,13,0,No Failure
12716,25a3493d,L,300.7,310.4,1543,47.3,203,0,No Failure
12717,b1371804,L,298.4,309.6,1479,37.8,144,0,No Failure
12718,a72744ec,L,298.6,309.6,1387,57.6,50,0,No Failure
12719,b4529499,H,299.3,309.0,1425,40.6,123,0,No Failure
12720,aee90d9c,L,300.3,311.8,1746,26.3,187,0,No Failure
12721,af9b4782,L,300.8,310.7,1586,33.4,142,0,No Failure
12722,ebd1a28e,M,298.6,309.6,1635,29.7,9,0,No Failure
12723,27b71f0f,L,301.5,310.5,1593,32.9,155,0,No Failure
12724,fe7032b8,M,298.1,308.1,1452,40.8,56,0,No Failure
12725,20fd14f9,H,300.2,311.5,1432,43.6,127,0,No Failure
12726,67bed4a3,M,302.5,311.9,1298,57.5,57,0,No Failure
12727,51346a5d,M,301.7,311.2,1413,42.6,79,0,No Failure
12728,3d086046,L,298.8,308.6,1872,22.5,82,0,No Failure
12729,d6b00582,L,303.5,312.1,1674,30.8,0,0,No Failure
12730,2bbc7013,L,297.7,309.2,1365,58.6,170,0,No Failure
12731,b1db10af,L,298.3,308.1,1586,35.5,0,0,No Failure
12732,1f74fe19,L,300.3,311.7,1635,31.8,156,0,No Failure
12733,8c52791e,L,303.8,313.0,1452,38.6,72,0,No Failure
12734,b887446e,L,299.7,309.4,1362,51.9,117,0,No Failure
12735,78558bf7,L,298.2,308.1,1379,62.3,149,0,No Failure
12736,57b82cf7,M,302.3,311.8,1557,34.1,185,0,No Failure
12737,b25c5e8c,L,301.0,311.0,1804,25.8,174,0,No Failure
12738,03a2f8fb,H,297.8,308.9,1650,32.2,195,0,No Failure
12739,075bcfb4,H,298.5,308.4,1612,36.1,174,0,No Failure
12740,ef7b5319,M,299.2,309.0,1597,30.3,115,0,No Failure
12741,8d479c2c,M,301.5,311.1,1660,33.8,115,0,No Failure
12742,595778b7,L,297.3,308.0,1420,46.5,73,0,No Failure
12743,ea187c5f,L,298.9,309.9,1500,44.2,115,0,No Failure
12744,3e41ac18,H,301.7,310.1,1462,38.3,49,0,No Failure
12745,f6541ec4,M,300.2,310.0,1664,30.7,179,0,No Failure
12746,36ba2308,L,300.9,310.3,1446,44.5,135,0,No Failure
12747,8f85d00d,M,297.5,308.6,1429,50.5,129,0,No Failure
12748,50f4aab9,L,302.3,310.9,1403,47.2,173,0,No Failure
12749,4c4f2f5d,H,295.5,305.9,1593,37.2,197,0,No Failure
12750,d43d1382,M,303.1,311.0,1510,47.6,16,0,No Failure
12751,dd2dcc40,L,301.0,310.9,1578,38.4,49,0,No Failure
12752,7095e5ac,H,300.4,309.4,1487,38.9,185,0,No Failure
12753,1e5bafa3,L,298.8,310.0,1403,45.6,185,0,No Failure
12754,16f4a732,M,303.4,312.0,1748,28.4,200,0,No Failure
12755,76afc457,M,298.7,309.7,1622,34.6,8,0,No Failure
12756,82ba3796,H,301.4,311.1,1445,41.4,144,0,No Failure
12757,0f5c5b58,L,299.8,309.6,1598,31.0,139,0,No Failure
12758,822a9c14,M,297.9,308.9,1547,44.0,72,0,No Failure
12759,ccab1976,L,302.5,310.2,1586,32.2,64,0,No Failure
12760,96135f43,L,299.4,309.1,1432,45.4,137,0,No Failure
12761,7ad6d8e5,H,298.0,307.6,1593,32.2,118,0,No Failure
12762,1d994f64,L,301.6,310.1,1687,26.6,16,0,No Failure
12763,9307da4e,L,298.2,308.1,1618,34.7,39,0,No Failure
12764,26fe8905,M,298.1,307.8,1636,36.7,51,0,No Failure
12765,3e6f0702,M,301.4,310.9,1557,39.3,174,0,No Failure
12766,9a573198,M,298.5,308.7,1347,48.5,33,0,No Failure
12767,f5e3cad7,L,304.2,313.4,1475,40.2,98,0,No Failure
12768,49693b67,M,300.5,310.2,1386,48.2,225,0,No Failure
12769,6487fd35,L,301.7,311.1,1469,37.2,128,0,No Failure
12770,0dbacc72,L,300.8,311.7,1578,31.4,219,0,No Failure
12771,3ce7f3fd,M,301.1,311.2,1591,35.0,208,0,No Failure
12772,4c1f19e5,L,303.0,311.2,1383,44.6,198,0,No Failure
12773,e881a7cc,H,299.0,308.8,1382,58.5,199,0,No Failure
12774,24abae88,L,301.8,310.7,1461,44.2,49,0,No Failure
12775,0b893b52,H,298.6,309.8,1279,55.9,152,0,No Failure
12776,ab2f47cd,L,300.0,311.4,1634,31.9,0,0,No Failure
12777,ef1e6c76,L,299.7,310.9,1384,48.2,188,0,No Failure
12778,59bd0085,L,300.5,311.4,1556,45.3,58,0,No Failure
12779,22d3c0ed,L,298.2,309.4,1398,52.9,79,0,No Failure
12780,1b2b6bf3,L,301.1,309.7,1668,30.8,158,0,No Failure
12781,4aaac2eb,L,299.1,308.6,1611,31.4,161,0,No Failure
12782,7623dd95,L,302.9,312.4,1698,33.8,202,0,No Failure
12783,7acd3819,M,300.3,311.9,1429,41.6,184,0,No Failure
12784,e5703971,L,302.0,310.6,1583,35.2,171,0,No Failure
12785,f0d8bbeb,M,298.5,308.1,1501,39.2,127,0,No Failure
12786,9da265b3,M,301.0,311.3,1454,41.5,57,0,No Failure
12787,88cb670f,L,297.3,308.5,1764,30.8,148,0,No Failure
12788,b798f35e,H,299.9,309.8,1400,48.7,119,0,No Failure
12789,e0898ea3,L,299.2,308.5,1438,46.6,63,0,No Failure
12790,b1ac04c8,L,297.2,308.5,1494,39.6,181,0,No Failure
12791,6ea404d9,L,302.6,311.4,1738,25.8,128,0,No Failure
12792,17b31990,L,297.5,308.6,1585,37.6,2,0,No Failure
12793,7801329a,L,298.6,308.9,1327,58.8,9,0,No Failure
12794,351689df,M,296.9,307.8,1828,24.6,91,0,No Failure
12795,de57c01f,M,297.8,309.0,1576,45.0,17,0,No Failure
12796,c47106d2,L,297.2,308.4,1460,42.1,41,0,No Failure
12797,88f0e2f8,L,303.6,312.4,1363,53.1,7,0,No Failure
12798,216a1d88,L,297.5,308.2,1419,48.5,108,0,No Failure
12799,1ba10f53,H,302.1,311.2,1598,37.9,148,0,No Failure
12800,4de71bb9,L,298.3,309.0,1519,40.0,96,0,No Failure
12801,8d55bbe2,L,301.6,310.7,1683,29.7,131,0,No Failure
12802,0ca21de7,L,298.9,310.0,1776,25.7,51,0,No Failure
12803,f0d1141d,H,297.3,308.4,1864,23.1,90,0,No Failure
12804,82d90660,L,300.6,311.6,1455,48.0,203,0,No Failure
12805,bba8b929,L,295.6,306.3,1911,20.9,74,0,No Failure
12806,7a91e771,L,298.0,308.5,1461,48.0,68,0,No Failure
12807,2362d33c,L,298.8,309.8,1485,42.4,74,0,No Failure
12808,5afd99de,M,301.1,310.5,1547,35.8,81,0,No Failure
12809,17ff6187,M,297.3,308.1,1731,27.7,42,0,No Failure
12810,5704d926,L,300.8,311.8,1417,43.4,223,0,No Failure
12811,a952d077,L,298.4,309.7,1581,34.6,150,0,No Failure
12812,2b28fd4b,M,302.1,311.5,1635,31.6,23,0,No Failure
12813,2798ddfc,M,298.8,308.7,1498,39.5,89,0,No Failure
12814,9dc6b578,M,301.9,310.9,1441,43.7,0,0,No Failure
12815,d732fc2a,L,299.7,310.9,1477,40.4,83,0,No Failure
12816,9ede39d6,L,301.0,310.7,1300,57.2,174,0,No Failure
12817,f73f40de,L,298.8,309.1,1513,40.3,160,0,No Failure
12818,bbf73f86,L,300.2,310.3,1331,52.1,30,0,No Failure
12819,a56bb3de,L,299.6,310.1,2057,20.4,60,0,No Failure
12820,629e0fc5,L,302.7,311.5,1494,41.4,149,0,No Failure
12821,0534161a,L,298.3,307.9,1551,33.8,72,0,No Failure
12822,d1f9d25e,L,298.6,309.8,1544,30.2,113,0,No Failure
12823,bb06a0d2,L,297.6,309.5,1617,36.2,42,0,No Failure
12824,3b8156c5,L,302.3,310.9,1545,36.7,18,0,No Failure
12825,63212970,H,303.8,313.2,1506,46.9,154,0,No Failure
12826,023a2096,L,303.4,311.8,1438,58.9,22,0,No Failure
12827,a725f503,L,298.7,310.1,1676,33.5,70,0,No Failure
12828,f5fc5be1,L,297.7,308.8,1515,40.1,82,0,No Failure
12829,180b7b0f,L,301.4,310.4,1543,40.9,190,0,No Failure
12830,b4c7a37c,L,298.9,308.6,1560,32.2,118,0,No Failure
12831,a563ec6b,L,298.9,310.3,1484,43.8,124,0,No Failure
12832,2447717f,L,302.4,311.0,1555,40.6,205,0,No Failure
12833,c22acb59,H,298.9,310.1,1324,54.6,185,0,No Failure
12834,81c28cff,H,303.8,313.2,1381,52.4,140,0,No Failure
12835,6b511cdc,L,300.5,310.5,1646,34.5,63,0,No Failure
12836,328515b4,L,297.9,307.5,1602,38.3,21,0,No Failure
12837,f810396b,H,300.7,309.5,2007,19.7,2,0,No Failure
12838,ae68d14e,M,298.7,309.9,2083,18.2,205,0,No Failure
12839,268558a3,M,298.5,309.2,1449,46.4,83,0,No Failure
12840,66df120e,L,297.7,309.1,1477,38.3,60,0,No Failure
12841,560da69e,L,297.8,309.8,1533,36.8,198,0,No Failure
12842,8ad7d8fa,L,298.4,308.6,1477,44.0,124,0,No Failure
12843,359e17ca,H,303.5,311.5,1629,33.5,73,0,No Failure
12844,1719956b,L,303.5,312.1,1522,36.4,107,0,No Failure
12845,679e3ae0,M,298.7,310.0,1459,40.2,69,0,No Failure
12846,dfe61a88,M,303.6,311.8,1432,42.5,150,0,No Failure
12847,f2719cb2,L,302.9,312.1,1334,54.7,88,0,No Failure
12848,34619262,H,300.2,310.4,1501,42.9,212,0,No Failure
12849,1cc780d2,L,297.9,309.2,1478,39.7,10,0,No Failure
12850,4276604b,L,298.2,308.7,1408,46.3,3,0,No Failure
12851,de6c1531,M,297.4,308.2,1536,34.6,4,0,No Failure
12852,11c0b53f,M,297.6,308.6,1492,35.5,88,0,No Failure
12853,ad649690,M,301.6,310.8,1343,49.5,140,0,No Failure
12854,d7a125de,L,302.5,311.4,1759,24.6,124,0,No Failure
12855,57ce1f37,M,301.7,310.6,1876,22.1,99,0,No Failure
12856,8bd26d42,L,297.2,308.6,1392,41.5,108,0,No Failure
12857,f5286a5a,M,299.9,309.4,1487,42.2,198,0,No Failure
12858,9e9c022f,L,300.1,310.4,1554,39.4,115,0,No Failure
12859,d33786d8,M,302.5,310.4,1581,32.7,181,0,No Failure
12860,c577ab2c,M,302.2,311.3,1521,40.6,52,0,No Failure
12861,db9f770e,L,300.1,309.7,1481,37.9,34,0,No Failure
12862,a171fdd2,M,302.3,311.0,1526,37.7,171,0,No Failure
12863,09672397,M,304.3,313.5,2245,15.1,172,0,No Failure
12864,5529e891,H,301.2,310.6,1457,50.5,114,0,No Failure
12865,fc68ff20,L,301.4,310.8,1698,29.6,99,0,No Failure
12866,3e19c1c5,M,304.4,313.6,1510,38.9,199,0,No Failure
12867,d3ce38de,L,300.3,309.9,1601,31.7,180,0,No Failure
12868,a57728db,M,297.4,308.9,1348,59.1,201,0,No Failure
12869,417b41fd,M,300.0,310.5,1790,25.7,123,0,No Failure
12870,6c75aa64,L,296.6,307.4,1465,47.8,187,0,No Failure
12871,14a6aca7,L,301.7,311.0,1715,24.8,17,0,No Failure
12872,77e04ba3,L,303.8,312.9,1589,37.2,203,0,No Failure
12873,98ffa3d4,L,300.4,309.9,1376,43.5,74,0,No Failure
12874,dbf13730,L,298.5,309.6,1419,41.5,105,0,No Failure
12875,44f0ca7d,L,299.1,308.6,1611,31.4,161,0,No Failure
12876,d8abacb2,L,301.0,311.6,1470,43.4,133,0,No Failure
12877,356f51a8,M,300.7,310.7,1347,46.5,183,0,No Failure
12878,29e56323,L,302.5,310.3,1523,36.0,72,0,No Failure
12879,e1b882fb,M,302.0,311.2,1400,49.5,20,0,No Failure
12880,55498b94,L,297.8,307.2,1880,23.0,176,0,No Failure
12881,64d120a6,L,298.9,310.2,1411,46.5,202,0,No Failure
12882,3c44e505,L,297.9,308.9,1393,40.6,45,0,No Failure
12883,63099df0,M,300.6,311.0,1401,54.6,94,0,No Failure
12884,58452903,L,299.4,309.2,1569,40.8,73,0,No Failure
12885,67cb2807,L,301.2,310.4,1390,49.9,74,0,No Failure
12886,bc47ad57,L,298.8,309.7,1582,45.0,11,0,No Failure
12887,5b6d4cad,L,297.2,308.7,1669,30.7,72,0,No Failure
12888,83e0bcfb,M,301.5,310.7,1454,39.4,17,0,No Failure
12889,a279dbf5,M,299.2,310.3,1551,44.8,18,0,No Failure
12890,29ba1b9b,L,301.4,310.5,1633,39.5,0,0,No Failure
12891,0ac59913,L,302.2,311.4,1430,43.1,29,0,No Failure
12892,5c0b1fe1,L,300.8,312.6,1376,53.6,119,0,No Failure
12893,fc9c14c6,L,299.1,308.6,1437,41.6,183,0,No Failure
12894,1529ee7e,L,303.9,312.7,1528,38.4,177,0,No Failure
12895,2c6fd349,L,300.4,311.2,1471,46.5,164,0,No Failure
12896,4a2425c6,L,301.3,310.6,1481,40.9,57,0,No Failure
12897,fd24084e,L,301.0,310.9,1809,25.7,192,0,No Failure
12898,fb52dabd,L,302.0,311.1,1402,47.8,182,0,No Failure
12899,6c8408ad,L,299.1,310.5,1485,37.8,46,0,No Failure
12900,a7a60698,L,300.4,309.8,1513,32.9,117,0,No Failure
12901,2f92a851,L,302.7,310.6,1686,26.3,9,0,No Failure
12902,34b32e33,M,300.7,310.9,1486,38.9,106,0,No Failure
12903,59a28037,L,301.4,310.4,1436,49.7,108,0,No Failure
12904,af073fc7,H,298.7,309.3,1402,45.3,190,0,No Failure
12905,2231ade1,M,303.8,312.7,1555,33.4,128,0,No Failure
12906,c90a732c,L,300.2,309.7,1275,60.7,15,0,No Failure
12907,b7482f3f,L,303.5,312.2,1511,37.1,27,0,No Failure
12908,29e6b642,L,301.7,310.1,1402,50.1,3,0,No Failure
12909,b40d0209,M,298.1,307.7,1435,40.9,147,0,No Failure
12910,883f22a6,L,298.5,309.5,1738,25.2,49,0,No Failure
12911,1f9e7aaa,M,300.3,311.2,1783,25.6,139,0,No Failure
12912,143228b7,M,300.2,311.6,1510,47.5,146,0,No Failure
12913,a3595746,H,298.7,308.6,1499,43.5,84,0,No Failure
12914,5e561308,H,303.8,312.9,1570,35.8,147,0,No Failure
12915,56ec34c3,L,300.2,310.3,1445,50.9,34,0,No Failure
12916,797569ad,L,302.7,311.0,1694,29.8,150,0,No Failure
12917,e58d706e,L,300.4,310.4,1298,61.4,19,0,No Failure
12918,2f8fe4a2,M,300.7,310.6,2006,19.1,102,0,No Failure
12919,3f94c631,H,301.7,310.1,1660,29.3,72,0,No Failure
12920,da78ae53,L,300.1,309.3,1616,32.0,199,0,No Failure
12921,37dae8cc,M,297.5,308.4,1596,36.6,80,0,No Failure
12922,260e08f7,M,297.5,309.1,1540,38.5,176,0,No Failure
12923,3363f5ef,L,298.4,308.5,1490,37.9,110,0,No Failure
12924,bdbf9783,L,299.0,310.4,1382,53.0,89,0,No Failure
12925,23a66e26,L,301.5,310.7,1568,33.1,38,0,No Failure
12926,b6bb282e,M,303.9,313.2,1608,40.6,79,0,No Failure
12927,4eb16ade,H,296.1,306.9,1541,32.6,33,0,No Failure
12928,90048015,L,297.0,308.1,1537,39.0,103,0,No Failure
12929,d952131c,M,298.4,309.2,1399,45.2,125,0,No Failure
12930,c3052602,M,300.5,311.7,1269,64.0,87,0,No Failure
12931,a65d660a,L,302.5,311.9,1553,40.1,187,0,No Failure
12932,ce9133bb,L,295.8,306.4,1339,53.2,67,0,No Failure
12933,f2c865c0,L,303.5,311.9,1493,38.7,14,0,No Failure
12934,7c184fb0,M,298.3,307.8,1485,42.0,13,0,No Failure
12935,89fe68cf,L,297.5,308.9,1738,24.0,195,0,No Failure
12936,9809e01b,M,301.7,311.0,1505,44.0,187,0,No Failure
12937,4c9b4751,L,298.8,309.5,1374,48.1,159,0,No Failure
12938,8e0384b1,L,301.2,310.9,1467,37.1,153,0,No Failure
12939,719c7be8,L,301.6,310.4,1517,41.1,167,0,No Failure
12940,77659e0f,L,298.1,308.7,1642,30.3,3,0,No Failure
12941,22648bbd,M,297.2,307.9,1632,37.5,156,0,No Failure
12942,cf5cac81,L,296.8,308.0,1391,54.4,17,0,No Failure
12943,e034d98c,M,298.8,308.7,1498,39.5,89,0,No Failure
12944,9e96b983,L,299.0,308.5,1886,23.0,198,0,No Failure
12945,3d8fe2f0,L,302.5,310.3,1551,37.3,168,0,No Failure
12946,d90970bd,M,301.7,310.8,1594,32.4,204,0,No Failure
12947,218664e9,M,300.2,309.8,1466,45.7,41,0,No Failure
12948,f24882aa,M,299.5,310.7,1364,49.5,0,0,No Failure
12949,32d80f71,L,297.2,308.5,1471,41.7,41,0,No Failure
12950,8c61cfe0,M,302.3,310.9,1762,24.5,73,0,No Failure
12951,fdb8b06c,M,300.7,311.0,1334,53.9,150,0,No Failure
12952,7b8a4019,L,297.2,308.6,1489,40.2,214,0,No Failure
12953,2089dd2d,L,296.7,308.0,1535,36.8,210,0,No Failure
12954,8ab11ead,L,297.7,308.7,1249,60.4,143,0,No Failure
12955,fd060798,L,300.2,311.5,1383,42.1,60,0,No Failure
12956,f2d96d96,M,300.3,309.8,1617,40.8,158,0,No Failure
12957,9bbdb28a,M,297.5,308.6,1510,35.5,155,0,No Failure
12958,917cbf54,L,302.1,311.2,1550,34.8,177,0,No Failure
12959,02bc40e1,L,302.1,310.8,1565,35.3,6,0,No Failure
12960,56616d8a,L,298.1,307.6,1498,42.9,171,0,No Failure
12961,46819ee2,L,300.2,309.5,1343,50.2,98,0,No Failure
12962,e03f8eaa,M,300.3,311.7,1723,28.3,193,0,No Failure
12963,09693a11,L,300.8,312.6,1376,53.6,119,0,No Failure
12964,8f7e472d,L,297.7,308.8,1354,50.2,103,0,No Failure
12965,d882d82a,M,301.1,312.4,1809,25.1,126,0,No Failure
12966,c02c9705,M,300.7,309.6,1536,37.2,19,0,No Failure
12967,d4965194,L,297.3,308.2,1553,33.5,2,0,No Failure
12968,6f5f666e,L,298.1,307.8,1565,35.3,119,0,No Failure
12969,25426d6c,L,300.5,311.9,1432,43.1,16,0,No Failure
12970,6dfb0adf,L,301.2,310.6,1385,49.2,105,0,No Failure
12971,ad01f2a7,L,296.8,308.0,1391,54.4,17,0,No Failure
12972,7870f8a4,H,299.7,309.6,1553,41.0,179,0,No Failure
12973,28701155,M,297.2,308.4,1863,26.0,110,0,No Failure
12974,33282481,L,301.5,311.1,1458,41.4,123,0,No Failure
12975,5e799e2f,M,299.6,309.4,1642,30.3,80,0,No Failure
12976,4f6b7596,L,297.5,308.6,1260,53.6,137,0,No Failure
12977,683a23f8,L,302.5,311.5,1493,35.1,131,0,No Failure
12978,ee37bfeb,M,303.1,312.3,1623,31.6,101,0,No Failure
12979,f12392dd,H,298.0,307.4,1606,35.2,195,0,No Failure
12980,176d8073,L,300.5,312.0,1453,45.1,151,0,No Failure
12981,be3c636c,L,302.8,312.2,1433,50.0,216,0,No Failure
12982,a3990131,L,303.7,312.4,1535,38.6,107,0,No Failure
12983,d666c54c,M,301.7,311.2,1413,42.6,79,0,No Failure
12984,621b9d5f,L,300.1,311.4,1418,47.7,73,0,No Failure
12985,fbf51697,L,300.3,310.3,1629,34.1,52,0,No Failure
12986,6683d411,L,300.5,312.0,1558,36.7,113,0,No Failure
12987,b0ae5d70,L,299.9,309.5,1567,35.5,171,0,No Failure
12988,e578b165,H,304.1,313.3,1689,32.5,134,0,No Failure
12989,436984c6,L,298.5,308.0,1624,29.8,160,0,No Failure
12990,ebaf806a,M,297.4,308.3,1335,57.9,113,0,No Failure
12991,3b37a118,M,300.0,309.1,1474,45.2,152,0,No Failure
12992,323a7c80,L,303.4,311.8,1564,35.9,171,0,No Failure
12993,6593abd2,L,298.9,308.7,1433,44.7,108,0,No Failure
12994,a14b36f1,L,300.9,310.7,1479,43.3,201,0,No Failure
12995,4b4de82d,L,304.2,313.8,1401,53.9,142,0,No Failure
12996,74b2d658,M,301.0,310.9,1510,44.5,66,0,No Failure
12997,e3b1e300,L,297.2,308.0,1474,43.7,162,0,No Failure
12998,0a1c6f10,L,298.6,309.7,1925,22.1,7,0,No Failure
12999,475ed744,H,296.4,307.5,1403,52.8,94,0,No Failure
13000,851bac9e,L,299.6,311.0,1554,36.3,62,0,No Failure
13001,ea3d1f06,L,303.8,312.8,1503,40.0,154,0,No Failure
13002,e56d14c1,L,300.6,310.9,1472,47.6,75,0,No Failure
13003,710c2a19,L,297.2,308.6,1578,34.4,76,0,No Failure
13004,1dee42db,M,298.1,307.4,1335,56.2,190,0,No Failure
13005,3675e8c1,L,299.1,310.3,1411,42.1,74,0,No Failure
13006,38f6a06c,M,301.5,310.5,1600,32.8,205,0,No Failure
13007,44b609de,L,299.9,309.3,1620,31.1,196,0,No Failure
13008,809e9506,L,300.8,310.6,1666,36.2,144,0,No Failure
13009,3b814127,M,301.8,310.7,1429,47.9,53,0,No Failure
13010,f27af362,L,298.8,308.2,1443,53.4,21,0,No Failure
13011,02b93ce9,L,303.3,311.4,1630,32.5,2,0,No Failure
13012,11fb6c03,M,299.3,310.8,1523,40.9,141,0,No Failure
13013,03b59c94,M,300.8,310.9,1522,46.2,56,0,No Failure
13014,837159fd,H,302.5,311.5,1655,32.3,142,0,No Failure
13015,2a6237aa,L,303.9,313.4,1442,48.5,174,0,No Failure
13016,8c13fc1a,L,302.6,311.7,1254,54.1,19,0,No Failure
13017,57bc12f5,L,304.2,313.3,1464,45.9,48,0,No Failure
13018,3dc43cb9,L,303.6,312.5,1286,62.4,101,0,No Failure
13019,19578c7b,L,298.4,308.2,1364,45.9,63,0,No Failure
13020,ef4b7597,M,297.6,308.7,1419,41.7,81,0,No Failure
13021,d5f41497,L,297.7,309.3,1893,24.6,15,0,No Failure
13022,813ee6d0,L,299.5,309.2,1816,23.0,15,0,No Failure
13023,0013169c,M,299.2,308.8,1523,38.9,112,0,No Failure
13024,08d89b5a,L,301.0,310.9,1822,21.6,168,0,No Failure
13025,4b87cd31,L,299.6,309.1,1407,50.6,85,0,No Failure
13026,1c57c815,H,302.2,311.1,1628,30.6,105,0,No Failure
13027,3fe1b3c5,L,301.7,310.5,1399,53.2,174,0,No Failure
13028,f5729b17,L,299.1,310.2,1569,38.2,155,0,No Failure
13029,4deb1b6f,M,299.4,309.1,1352,44.7,172,0,No Failure
13030,83eb2158,L,302.9,312.4,1446,41.7,196,0,No Failure
13031,7b37dcf5,L,300.4,309.8,1342,52.5,68,0,No Failure
13032,8cbd2fe1,L,299.8,309.2,1479,44.4,214,0,No Failure
13033,12c58773,M,297.9,309.1,1338,49.6,56,0,No Failure
13034,037787ae,L,301.0,310.0,1480,43.5,21,0,No Failure
13035,99deea32,L,303.1,312.5,1453,49.1,140,0,No Failure
13036,2306783e,L,298.2,308.3,1568,36.0,92,0,No Failure
13037,677fdf7c,L,303.4,312.8,1376,53.4,98,0,No Failure
13038,b483a82b,L,300.4,309.6,1536,34.5,154,0,No Failure
13039,28b309ec,L,301.1,311.1,1889,23.8,170,0,No Failure
13040,be881e57,L,297.4,308.3,1336,53.7,61,0,No Failure
13041,948912c5,M,297.2,308.5,1364,55.6,163,0,No Failure
13042,4bb9985c,L,302.6,310.3,1479,40.4,105,0,No Failure
13043,509f46fe,M,302.3,311.8,1559,34.4,191,0,No Failure
13044,1f598a68,H,300.5,311.2,1397,45.2,2,0,No Failure
13045,3ac34051,M,303.4,311.8,1391,42.7,197,0,No Failure
13046,45aabeed,L,297.6,308.4,1626,32.4,130,0,No Failure
13047,4a7c9c8d,L,300.4,311.2,1471,46.5,164,0,No Failure
13048,94334d23,L,297.4,309.0,1568,33.7,175,0,No Failure
13049,2cd706e9,L,302.2,311.5,1427,43.8,88,0,No Failure
13050,2fe977df,L,300.3,310.7,1539,32.3,123,0,No Failure
13051,6f600fb9,L,303.3,312.6,1623,34.6,102,0,No Failure
13052,67ebaffd,M,303.4,311.8,2133,18.3,207,0,No Failure
13053,32cf9470,H,297.3,308.1,1554,42.4,158,0,No Failure
13054,e529fbff,L,300.1,309.0,1404,54.8,29,0,No Failure
13055,6310158f,M,299.6,310.1,1357,48.7,96,0,No Failure
13056,902bc041,L,301.8,310.3,1688,28.8,31,0,No Failure
13057,431ddae4,H,296.9,307.9,1557,36.5,63,0,No Failure
13058,d216a99e,H,302.3,310.1,1383,42.9,24,0,No Failure
13059,f58762b1,L,302.0,310.6,1583,38.9,94,0,No Failure
13060,d0e7d4fa,L,297.5,308.6,1497,43.9,91,0,No Failure
13061,fcced54b,M,297.5,309.4,1391,58.2,34,0,No Failure
13062,fd167a29,H,297.9,308.5,1383,44.6,184,0,No Failure
13063,379f2f27,M,299.7,310.3,1429,47.7,35,0,No Failure
13064,33269dd4,L,297.4,309.2,1274,54.3,121,0,No Failure
13065,3c6d3972,L,299.7,309.2,1645,30.8,137,0,No Failure
13066,9c9e1cee,H,302.3,310.2,1506,33.8,43,0,No Failure
13067,8b4ff77e,M,300.6,309.4,1541,35.2,105,0,No Failure
13068,1a49e125,L,298.2,307.8,1528,31.1,194,0,No Failure
13069,9791b907,L,301.5,310.5,1556,39.1,48,0,No Failure
13070,cee9b4ef,L,299.8,310.4,1698,28.3,103,0,No Failure
13071,a03b359d,M,301.2,310.4,1697,30.0,120,0,No Failure
13072,52a5ff40,L,301.8,311.2,1334,52.3,68,0,No Failure
13073,f3dd128f,H,297.5,308.6,1481,38.8,14,0,No Failure
13074,c1659e6a,L,300.6,311.8,1501,44.8,226,0,No Failure
13075,fdb3ea66,M,302.4,311.4,1675,29.6,128,0,No Failure
13076,dac74236,M,300.1,311.2,1452,42.4,190,0,No Failure
13077,0c33036c,L,298.8,309.6,1903,22.3,145,0,No Failure
13078,49b2963d,L,299.1,309.0,1450,43.0,40,0,No Failure
13079,ffb692bd,L,301.0,310.4,1476,43.6,173,0,No Failure
13080,98e84156,H,298.6,308.2,1555,36.8,36,0,No Failure
13081,f9c4e96b,M,298.9,308.2,1328,49.2,11,0,No Failure
13082,887c4471,L,300.1,309.5,1353,50.9,34,0,No Failure
13083,1ceef69f,M,297.7,308.9,1327,63.7,21,0,No Failure
13084,2b68f009,L,300.9,312.4,1364,52.5,125,0,No Failure
13085,b4a262d7,M,298.8,310.1,1719,28.8,206,0,No Failure
13086,640b220f,L,300.4,311.1,1405,54.1,193,0,No Failure
13087,f9f0a3c8,L,300.8,309.6,1680,28.7,22,0,No Failure
13088,416ab0f2,L,296.9,307.9,1626,29.9,177,0,No Failure
13089,256d73d4,L,297.5,309.4,1517,36.7,233,0,No Failure
13090,143bfa26,L,298.2,308.8,1616,33.7,16,0,No Failure
13091,2f233152,M,297.4,309.1,1582,35.9,180,0,No Failure
13092,26956a75,L,301.5,310.5,1396,44.5,117,0,No Failure
13093,21039848,M,299.0,308.4,1535,47.5,163,0,No Failure
13094,9bcb1090,L,299.9,309.3,1473,40.4,59,0,No Failure
13095,fb943983,L,302.2,310.1,1458,45.1,15,0,No Failure
13096,bbc24647,L,299.0,310.1,1447,42.8,104,0,No Failure
13097,7b7b2d6e,M,300.4,311.7,1508,45.4,164,0,No Failure
13098,989f8add,M,300.4,309.7,1539,37.7,156,0,No Failure
